time [s],Current, Voltage, Wire-feed
1669891481.0,0,0,1
1669891481.1,0,0,1
1669891481.1999998,0,0,1
1669891481.2999997,0,0,1
1669891481.3999996,0,0,1
1669891481.4999995,0,0,1
1669891481.5999994,0,0,1
1669891481.6999993,0,0,1
1669891481.7999992,0,0,1
1669891481.8999991,0,0,1
1669891481.999999,0,0,1
1669891482.099999,0,0,1
1669891482.1999989,0,0,1
1669891482.2999988,1074,156,1
1669891482.3999987,1201,175,1
1669891482.4999986,1449,146,1
1669891482.5999985,1449,146,1
1669891482.6999984,2320,175,1
1669891482.7999983,2708,219,1
1669891482.8999982,2950,248,1
1669891482.999998,3087,264,1
1669891483.099998,3810,340,1
1669891483.199998,3810,340,1
1669891483.2999978,4172,357,1
1669891483.3999977,4063,355,1
1669891483.4999976,4105,352,1
1669891483.5999975,4115,352,1
1669891483.6999974,3940,352,1
1669891483.7999973,3939,352,1
1669891483.8999972,3963,352,1
1669891483.9999971,3841,352,1
1669891484.099997,3929,352,1
1669891484.199997,3957,352,1
1669891484.2999969,3955,352,1
1669891484.3999968,3960,352,1
1669891484.4999967,3929,352,1
1669891484.5999966,3929,352,1
1669891484.6999965,3996,352,1
1669891484.7999964,3984,352,1
1669891484.8999963,3929,352,1
1669891484.9999962,3929,352,1
1669891485.099996,3973,352,1
1669891485.199996,3973,352,1
1669891485.299996,3945,352,1
1669891485.3999958,3951,352,1
1669891485.4999957,3769,352,1
1669891485.5999956,3739,352,1
1669891485.6999955,3605,343,1
1669891485.7999954,3652,338,1
1669891485.8999953,3519,335,1
1669891485.9999952,3447,335,1
1669891486.0999951,3370,340,1
1669891486.199995,3395,336,1
1669891486.299995,3241,335,1
1669891486.3999949,3138,332,1
1669891486.4999948,3286,332,1
1669891486.5999947,3286,332,1
1669891486.6999946,3512,315,1
1669891486.7999945,3512,315,1
1669891486.8999944,3338,318,1
1669891486.9999943,3335,322,1
1669891487.0999942,3494,315,1
1669891487.199994,3544,312,1
1669891487.299994,3402,317,1
1669891487.399994,3416,315,1
1669891487.4999938,3448,320,1
1669891487.5999937,3361,324,1
1669891487.6999936,3293,326,1
1669891487.7999935,3265,322,1
1669891487.8999934,3296,324,1
1669891487.9999933,3429,318,1
1669891488.0999932,3277,326,1
1669891488.1999931,3259,330,1
1669891488.299993,3233,328,1
1669891488.399993,3209,325,1
1669891488.4999928,3293,330,1
1669891488.5999928,3257,331,1
1669891488.6999927,3258,325,1
1669891488.7999926,3308,322,1
