time [s],Current, Voltage, Wire-feed
1669807434.0,0,0,1
1669807434.1,0,0,1
1669807434.1999998,0,0,1
1669807434.2999997,0,0,1
1669807434.3999996,0,0,1
1669807434.4999995,0,0,1
1669807434.5999994,0,0,1
1669807434.6999993,0,0,1
1669807434.7999992,0,0,1
1669807434.8999991,0,0,1
1669807434.999999,0,0,1
1669807435.099999,0,0,1
1669807435.1999989,0,0,1
1669807435.2999988,0,0,1
1669807435.3999987,566,144,1
1669807435.4999986,691,157,1
1669807435.5999985,701,192,1
1669807435.6999984,1429,126,1
1669807435.7999983,2206,184,1
1669807435.8999982,1162,191,1
1669807435.999998,3215,190,1
1669807436.099998,569,280,1
1669807436.199998,221,288,1
1669807436.2999978,237,290,1
1669807436.3999977,30,294,1
1669807436.4999976,97,301,1
1669807436.5999975,109,301,1
1669807436.6999974,82,307,1
1669807436.7999973,108,305,1
1669807436.8999972,106,298,1
1669807436.9999971,104,276,1
1669807437.099997,104,273,1
1669807437.199997,100,262,1
1669807437.2999969,98,248,1
1669807437.3999968,100,241,1
1669807437.4999967,99,230,1
1669807437.5999966,98,221,1
1669807437.6999965,98,216,1
1669807437.7999964,99,203,1
1669807437.8999963,99,197,1
1669807437.9999962,99,191,1
1669807438.099996,99,188,1
1669807438.199996,899,156,1
1669807438.299996,562,160,1
1669807438.3999958,0,161,1
1669807438.4999957,172,145,1
1669807438.5999956,323,142,1
1669807438.6999955,499,137,1
1669807438.7999954,977,132,1
1669807438.8999953,690,143,1
1669807438.9999952,58,148,1
1669807439.0999951,95,139,1
1669807439.199995,708,131,1
1669807439.299995,888,136,1
1669807439.3999949,644,133,1
1669807439.4999948,1100,139,1
1669807439.5999947,1218,153,1
1669807439.6999946,352,156,1
1669807439.7999945,788,135,1
1669807439.8999944,853,152,1
1669807439.9999943,735,149,1
1669807440.0999942,569,140,1
1669807440.199994,866,152,1
1669807440.299994,101,161,1
1669807440.399994,5,147,1
1669807440.4999938,213,141,1
1669807440.5999937,210,179,1
1669807440.6999936,0,159,1
1669807440.7999935,141,160,1
1669807440.8999934,141,159,1
1669807440.9999933,85,160,1
1669807441.0999932,482,147,1
1669807441.1999931,225,160,1
1669807441.299993,0,161,1
1669807441.399993,163,155,1
1669807441.4999928,169,156,1
1669807441.5999928,983,164,1
1669807441.6999927,758,182,1
1669807441.7999926,87,168,1
1669807441.8999925,189,167,1
1669807441.9999924,65,166,1
1669807442.0999923,93,159,1
1669807442.1999922,451,146,1
1669807442.299992,1057,144,1
1669807442.399992,0,196,1
1669807442.499992,0,182,1
1669807442.5999918,180,170,1
1669807442.6999917,62,161,1
1669807442.7999916,118,144,1
1669807442.8999915,188,139,1
1669807442.9999914,644,162,1
1669807443.0999913,41,166,1
1669807443.1999912,575,131,1
1669807443.2999911,854,142,1
1669807443.399991,0,153,1
1669807443.499991,912,132,1
1669807443.5999908,393,174,1
1669807443.6999907,0,151,1
1669807443.7999907,390,135,1
1669807443.8999906,1116,152,1
1669807443.9999905,0,165,1
1669807444.0999904,140,137,1
1669807444.1999903,700,138,1
1669807444.2999902,1177,135,1
1669807444.39999,594,155,1
1669807444.49999,116,137,1
1669807444.59999,979,141,1
1669807444.6999898,340,152,1
1669807444.7999897,0,134,1
1669807444.8999896,929,128,1
1669807444.9999895,649,147,1
1669807445.0999894,71,147,1
1669807445.1999893,199,138,1
1669807445.2999892,155,140,1
1669807445.3999891,537,130,1
1669807445.499989,1031,132,1
1669807445.599989,283,146,1
1669807445.6999888,670,134,1
1669807445.7999887,0,148,1
1669807445.8999887,0,141,1
