time [s],Current, Voltage, Wire-feed
1669801742.0,0,0,1
1669801742.1,0,0,1
1669801742.1999998,0,0,1
1669801742.2999997,0,0,1
1669801742.3999996,0,0,1
1669801742.4999995,0,0,1
1669801742.5999994,0,0,1
1669801742.6999993,0,0,1
1669801742.7999992,0,0,1
1669801742.8999991,0,0,1
1669801742.999999,0,0,1
1669801743.099999,0,0,1
1669801743.1999989,0,0,1
1669801743.2999988,0,0,1
1669801743.3999987,0,0,1
1669801743.4999986,0,0,1
1669801743.5999985,0,0,1
1669801743.6999984,0,0,1
1669801743.7999983,0,0,1
1669801743.8999982,0,0,1
1669801743.999998,0,0,1
1669801744.099998,0,0,1
1669801744.199998,0,0,1
1669801744.2999978,0,0,1
1669801744.3999977,0,0,1
1669801744.4999976,0,0,1
1669801744.5999975,0,0,1
1669801744.6999974,0,0,1
1669801744.7999973,0,0,1
1669801744.8999972,0,0,1
1669801744.9999971,0,0,1
1669801745.099997,0,0,1
1669801745.199997,0,0,1
1669801745.2999969,0,0,1
1669801745.3999968,0,0,1
1669801745.4999967,0,0,1
1669801745.5999966,0,0,1
1669801745.6999965,0,0,1
1669801745.7999964,0,0,1
1669801745.8999963,0,0,1
1669801745.9999962,0,0,1
1669801746.099996,0,0,1
1669801746.199996,0,0,1
1669801746.299996,0,0,1
1669801746.3999958,0,0,1
1669801746.4999957,0,0,1
1669801746.5999956,0,0,1
1669801746.6999955,0,0,1
1669801746.7999954,0,0,1
1669801746.8999953,0,0,1
1669801746.9999952,0,0,1
1669801747.0999951,0,0,1
1669801747.199995,0,0,1
1669801747.299995,0,0,1
1669801747.3999949,0,0,1
1669801747.4999948,0,0,1
1669801747.5999947,0,0,1
1669801747.6999946,0,0,1
1669801747.7999945,0,0,1
1669801747.8999944,0,0,1
1669801747.9999943,0,0,1
1669801748.0999942,0,0,1
1669801748.199994,0,0,1
1669801748.299994,0,0,1
1669801748.399994,0,0,1
1669801748.4999938,0,0,1
1669801748.5999937,0,0,1
1669801748.6999936,0,0,1
1669801748.7999935,0,0,1
1669801748.8999934,0,0,1
1669801748.9999933,0,0,1
1669801749.0999932,0,0,1
1669801749.1999931,814,147,1
1669801749.299993,814,147,1
1669801749.399993,1534,153,1
1669801749.4999928,1534,153,1
1669801749.5999928,1988,145,1
1669801749.6999927,1941,137,1
1669801749.7999926,1624,126,1
1669801749.8999925,1624,126,1
1669801749.9999924,1517,125,1
1669801750.0999923,1497,126,1
1669801750.1999922,1633,129,1
1669801750.299992,1633,134,1
1669801750.399992,1466,142,1
1669801750.499992,1342,142,1
1669801750.5999918,1342,140,1
1669801750.6999917,1269,139,1
1669801750.7999916,988,149,1
1669801750.8999915,988,149,1
1669801750.9999914,803,162,1
1669801751.0999913,647,162,1
1669801751.1999912,647,162,1
1669801751.2999911,659,149,1
1669801751.399991,1362,139,1
1669801751.499991,1362,139,1
1669801751.5999908,1466,146,1
1669801751.6999907,1359,155,1
1669801751.7999907,708,164,1
1669801751.8999906,438,161,1
1669801751.9999905,426,152,1
1669801752.0999904,611,151,1
1669801752.1999903,810,153,1
1669801752.2999902,810,153,1
1669801752.39999,986,155,1
1669801752.49999,986,155,1
1669801752.59999,912,152,1
1669801752.6999898,687,154,1
1669801752.7999897,547,159,1
1669801752.8999896,406,162,1
1669801752.9999895,214,156,1
1669801753.0999894,214,156,1
1669801753.1999893,245,149,1
1669801753.2999892,245,143,1
1669801753.3999891,525,140,1
1669801753.499989,708,141,1
1669801753.599989,936,143,1
1669801753.6999888,924,145,1
1669801753.7999887,839,149,1
1669801753.8999887,713,154,1
1669801753.9999886,444,160,1
1669801754.0999885,444,160,1
1669801754.1999884,334,160,1
1669801754.2999883,255,158,1
1669801754.3999882,210,154,1
1669801754.499988,193,149,1
1669801754.599988,203,140,1
1669801754.699988,203,140,1
1669801754.7999878,285,136,1
1669801754.8999877,285,136,1
1669801754.9999876,447,143,1
1669801755.0999875,483,149,1
1669801755.1999874,393,153,1
1669801755.2999873,393,153,1
1669801755.3999872,393,153,1
1669801755.4999871,393,153,1
1669801755.599987,914,133,1
1669801755.699987,914,133,1
1669801755.7999868,1083,138,1
1669801755.8999867,1059,154,1
1669801755.9999866,885,160,1
1669801756.0999866,656,163,1
1669801756.1999865,241,160,1
1669801756.2999864,241,160,1
1669801756.3999863,99,150,1
1669801756.4999862,112,146,1
1669801756.599986,112,146,1
