time [s],Current, Voltage, Wire-feed, Gas-flow,
1671018792796.552,9,0,0,0,
1671018792800.6545,9,0,0,0,
1671018792804.7573,9,0,0,0,
1671018792808.8599,9,0,0,0,
1671018792812.9626,9,0,0,0,
1671018792817.0652,9,0,0,0,
1671018792821.168,9,0,0,0,
1671018792825.2705,9,0,0,0,
1671018792829.3733,9,0,0,0,
1671018792833.4758,9,0,0,0,
1671018792837.5786,9,0,0,0,
1671018792841.6812,9,0,0,0,
1671018792845.784,9,0,0,0,
1671018792849.8865,9,0,0,0,
1671018792853.9893,9,0,0,0,
1671018792858.0918,9,0,0,0,
1671018792862.1946,9,0,0,0,
1671018792866.297,9,0,0,0,
1671018792870.4,9,0,0,0,
1671018792874.5024,9,0,0,0,
1671018792878.6052,9,0,0,0,
1671018792882.7078,9,0,0,0,
1671018792886.8105,9,0,0,0,
1671018792890.913,9,0,0,0,
1671018792895.0159,9,0,0,0,
1671018792899.1184,9,0,0,0,
1671018792903.2212,9,0,0,0,
1671018792907.3237,9,0,0,0,
1671018792911.4265,9,0,0,0,
1671018792915.529,9,0,0,0,
1671018792919.6318,9,0,0,0,
1671018792923.7344,9,0,0,0,
1671018792927.8372,9,0,0,0,
1671018792931.9397,9,0,0,0,
1671018792936.0425,9,0,0,0,
1671018792940.145,9,0,0,0,
1671018792944.2478,9,0,0,0,
1671018792948.3503,9,0,0,0,
1671018792952.4531,9,0,0,0,
1671018792956.5557,9,0,0,0,
1671018792960.6584,9,0,0,0,
1671018792964.761,9,0,0,0,
1671018792968.8638,9,0,0,0,
1671018792972.9663,9,0,0,0,
1671018792977.069,9,0,0,0,
1671018792981.1716,9,0,0,0,
1671018792985.2744,9,0,0,0,
1671018792989.377,9,0,0,0,
1671018792993.4797,9,0,0,0,
1671018792997.5823,9,0,0,0,
1671018793001.685,9,0,0,0,
1671018793005.7876,9,0,0,0,
1671018793009.8904,9,0,0,0,
1671018793013.993,9,0,0,0,
1671018793018.0957,9,0,0,0,
1671018793022.1982,9,0,0,0,
1671018793026.301,9,0,0,0,
1671018793030.4036,9,0,0,0,
1671018793034.5063,9,0,0,0,
1671018793038.609,9,0,0,0,
1671018793042.7117,9,0,0,0,
1671018793046.8142,9,0,0,0,
1671018793050.917,9,0,0,0,
1671018793055.0195,9,0,0,0,
1671018793059.1223,9,0,0,0,
1671018793063.2249,9,0,0,0,
1671018793067.3276,9,0,0,137,
1671018793071.4302,9,0,0,137,
1671018793075.533,9,0,0,137,
1671018793079.6355,9,0,0,137,
1671018793083.7383,835,180,0,137,
1671018793087.8408,835,180,0,137,
1671018793091.9436,835,180,0,137,
1671018793096.0461,835,180,0,137,
1671018793100.149,769,233,0,137,
1671018793104.2515,769,233,0,137,
1671018793108.3542,769,233,0,137,
1671018793112.4568,769,233,0,137,
1671018793116.5596,625,347,0,137,
1671018793120.662,625,347,0,137,
1671018793124.765,175,700,0,137,
1671018793128.8674,175,700,0,137,
1671018793132.9702,175,700,0,137,
1671018793137.0728,175,700,0,137,
1671018793141.1755,0,847,0,137,
1671018793145.278,0,847,0,137,
1671018793149.3809,0,847,0,137,
1671018793153.4834,0,923,0,137,
