time [s],Current, Voltage, Wire-feed
1669893725.0,0,0,1
1669893725.1,0,0,1
1669893725.1999998,3079,332,1
1669893725.2999997,3575,346,1
1669893725.3999996,3729,349,1
1669893725.4999995,3672,345,1
1669893725.5999994,3478,353,1
1669893725.6999993,3329,355,1
1669893725.7999992,3368,351,1
1669893725.8999991,3303,352,1
1669893725.999999,3278,351,1
1669893726.099999,3337,352,1
1669893726.1999989,3366,346,1
1669893726.2999988,3527,344,1
1669893726.3999987,3368,348,1
1669893726.4999986,3361,348,1
1669893726.5999985,3313,351,1
1669893726.6999984,3340,346,1
1669893726.7999983,3389,346,1
1669893726.8999982,3317,337,1
1669893726.999998,3414,332,1
1669893727.099998,3194,342,1
1669893727.199998,3080,344,1
1669893727.2999978,3875,259,1
1669893727.3999977,3371,320,1
1669893727.4999976,2996,334,1
1669893727.5999975,3110,312,1
1669893727.6999974,3702,259,1
1669893727.7999973,3923,254,1
1669893727.8999972,2623,339,1
1669893727.9999971,2923,313,1
1669893728.099997,3007,313,1
1669893728.199997,3000,301,1
1669893728.2999969,2951,293,1
1669893728.3999968,3216,264,1
1669893728.4999967,2529,324,1
1669893728.5999966,2586,310,1
1669893728.6999965,2901,310,1
1669893728.7999964,2880,302,1
1669893728.8999963,2981,301,1
1669893728.9999962,2856,306,1
1669893729.099996,2951,291,1
1669893729.199996,2973,297,1
1669893729.299996,2874,300,1
1669893729.3999958,3053,287,1
1669893729.4999957,2849,301,1
1669893729.5999956,2838,305,1
1669893729.6999955,2929,305,1
1669893729.7999954,2956,305,1
1669893729.8999953,2944,305,1
1669893729.9999952,2873,308,1
1669893730.0999951,2916,307,1
1669893730.199995,2981,299,1
1669893730.299995,2863,305,1
1669893730.3999949,2844,304,1
1669893730.4999948,3065,288,1
1669893730.5999947,2917,305,1
1669893730.6999946,2912,306,1
1669893730.7999945,2956,303,1
1669893730.8999944,2881,307,1
1669893730.9999943,2964,304,1
1669893731.0999942,2882,310,1
1669893731.199994,2803,314,1
1669893731.299994,2974,303,1
1669893731.399994,2974,303,1
1669893731.4999938,2888,308,1
1669893731.5999937,2953,302,1
1669893731.6999936,2948,303,1
1669893731.7999935,2884,305,1
1669893731.8999934,2984,309,1
1669893731.9999933,2898,307,1
1669893732.0999932,2965,302,1
1669893732.1999931,2995,302,1
1669893732.299993,2936,306,1
1669893732.399993,2842,305,1
1669893732.4999928,2903,306,1
1669893732.5999928,2883,301,1
1669893732.6999927,2941,307,1
1669893732.7999926,2941,307,1
1669893732.8999925,2948,304,1
1669893732.9999924,2912,303,1
1669893733.0999923,2881,306,1
1669893733.1999922,2885,295,1
1669893733.299992,2875,311,1
1669893733.399992,2898,308,1
1669893733.499992,2969,294,1
1669893733.5999918,2977,295,1
1669893733.6999917,2889,306,1
1669893733.7999916,2882,303,1
1669893733.8999915,2931,305,1
1669893733.9999914,2925,306,1
1669893734.0999913,2883,306,1
