time [s],Current, Voltage, Wire-feed, Gas-flow,
1671016972977.816,0,0,0,0,
1671016972981.875,0,0,0,0,
1671016972985.9343,0,0,0,0,
1671016972989.9934,0,0,0,0,
1671016972994.0525,0,0,0,0,
1671016972998.1118,0,0,0,0,
1671016973002.171,0,0,0,0,
1671016973006.23,0,0,0,0,
1671016973010.2893,0,0,0,0,
1671016973014.3484,0,0,0,0,
1671016973018.4075,0,0,0,0,
1671016973022.4668,0,0,0,0,
1671016973026.526,0,0,0,0,
1671016973030.585,0,0,0,0,
1671016973034.644,0,0,0,0,
1671016973038.7034,0,0,0,0,
1671016973042.7625,0,0,0,0,
1671016973046.8215,0,0,0,0,
1671016973050.8809,0,0,0,0,
1671016973054.94,0,0,0,0,
1671016973058.999,0,0,0,0,
1671016973063.0583,0,0,0,0,
1671016973067.1174,0,0,0,0,
1671016973071.1765,0,0,0,0,
1671016973075.2358,0,0,0,0,
1671016973079.295,0,0,0,0,
1671016973083.354,0,0,0,0,
1671016973087.4133,0,0,0,0,
1671016973091.4724,0,0,0,0,
1671016973095.5315,0,0,0,0,
1671016973099.5908,0,0,0,0,
1671016973103.65,0,0,0,0,
1671016973107.709,0,0,0,0,
1671016973111.7683,0,0,0,0,
1671016973115.8274,0,0,0,0,
1671016973119.8865,0,0,0,0,
1671016973123.9456,0,0,0,3,
1671016973128.005,0,0,0,3,
1671016973132.064,0,0,0,3,
1671016973136.123,0,0,0,3,
1671016973140.1824,0,0,0,3,
1671016973144.2415,0,0,0,3,
1671016973148.3005,0,0,0,3,
1671016973152.3599,0,0,0,3,
1671016973156.419,0,0,0,3,
1671016973160.478,0,0,0,3,
1671016973164.5374,0,0,0,3,
1671016973168.5964,0,0,0,3,
1671016973172.6555,0,0,0,3,
1671016973176.7148,0,0,0,3,
1671016973180.774,0,0,0,3,
1671016973184.833,0,0,0,3,
1671016973188.8923,0,0,0,3,
1671016973192.9514,0,0,0,3,
1671016973197.0105,0,0,0,3,
1671016973201.0698,0,0,0,3,
1671016973205.129,0,0,0,3,
1671016973209.188,0,0,0,3,
1671016973213.2473,0,0,0,3,
1671016973217.3064,0,0,0,3,
1671016973221.3655,0,0,0,3,
1671016973225.4246,0,0,0,3,
1671016973229.484,0,0,0,3,
1671016973233.543,0,0,0,3,
1671016973237.602,0,0,0,3,
1671016973241.6614,0,0,0,3,
1671016973245.7205,853,0,0,3,
1671016973249.7795,853,0,0,3,
1671016973253.8389,853,0,0,3,
1671016973257.898,853,0,0,3,
1671016973261.957,835,180,0,3,
1671016973266.0164,835,180,0,3,
1671016973270.0754,769,232,0,3,
1671016973274.1345,769,232,0,3,
1671016973278.1938,625,344,0,3,
1671016973282.253,625,344,0,3,
1671016973286.312,410,344,0,3,
1671016973290.3713,410,344,0,3,
1671016973294.4304,410,344,0,3,
1671016973298.4895,410,344,0,3,
1671016973302.5488,175,694,0,3,
1671016973306.608,175,694,0,3,
1671016973310.667,0,841,0,3,
1671016973314.726,0,841,0,3,
1671016973318.7854,0,918,0,128,
1671016973322.8445,0,918,0,128,
1671016973326.9036,0,924,0,128,
1671016973330.963,0,924,0,128,
1671016973335.022,0,924,0,128,
1671016973339.081,0,924,0,128,
1671016973343.1404,0,885,0,128,
1671016973347.1995,0,885,0,128,
1671016973351.2585,0,836,0,128,
1671016973355.3179,0,836,0,128,
1671016973359.377,35,803,0,128,
1671016973363.436,35,803,0,128,
1671016973367.4954,35,795,0,128,
1671016973371.5544,35,795,0,128,
1671016973375.6135,35,795,0,128,
1671016973379.6729,35,795,0,128,
1671016973383.732,35,807,0,128,
1671016973387.791,35,807,0,128,
1671016973391.8503,6,827,0,128,
1671016973395.9094,6,827,0,128,
1671016973399.9685,6,843,0,128,
1671016973404.0278,6,843,0,128,
1671016973408.087,6,849,0,128,
1671016973412.146,6,849,0,128,
1671016973416.205,6,849,0,128,
1671016973420.2644,6,849,0,128,
1671016973424.3235,6,846,0,128,
1671016973428.3826,6,846,0,128,
1671016973432.442,6,839,0,128,
1671016973436.501,6,839,0,128,
1671016973440.56,6,833,0,128,
1671016973444.6194,6,833,0,128,
1671016973448.6785,6,833,0,128,
1671016973452.7375,6,833,0,128,
1671016973456.7969,6,830,0,128,
1671016973460.856,6,830,0,128,
1671016973464.915,6,830,0,128,
1671016973468.9744,6,830,0,128,
1671016973473.0334,6,832,0,128,
1671016973477.0925,6,832,0,128,
1671016973481.1519,6,834,0,128,
1671016973485.211,6,834,0,128,
1671016973489.27,6,834,0,128,
1671016973493.3293,6,834,0,128,
1671016973497.3884,6,835,0,128,
1671016973501.4475,6,835,0,128,
1671016973505.5066,6,835,0,128,
