time [s],Current, Voltage, Wire-feed
1669807512.0,0,0,1
1669807512.1,0,0,1
1669807512.1999998,0,0,1
1669807512.2999997,0,0,1
1669807512.3999996,0,0,1
1669807512.4999995,0,0,1
1669807512.5999994,0,0,1
1669807512.6999993,0,0,1
1669807512.7999992,0,0,1
1669807512.8999991,0,0,1
1669807512.999999,0,0,1
1669807513.099999,0,0,1
1669807513.1999989,0,0,1
1669807513.2999988,0,0,1
1669807513.3999987,0,0,1
1669807513.4999986,0,0,1
1669807513.5999985,0,0,1
1669807513.6999984,0,0,1
1669807513.7999983,0,0,1
1669807513.8999982,1476,166,1
1669807513.999998,1154,151,1
1669807514.099998,1264,137,1
1669807514.199998,1579,138,1
1669807514.2999978,1149,132,1
1669807514.3999977,1053,128,1
1669807514.4999976,1127,142,1
1669807514.5999975,1004,149,1
1669807514.6999974,923,149,1
1669807514.7999973,1080,144,1
1669807514.8999972,1426,149,1
1669807514.9999971,1339,149,1
1669807515.099997,1109,155,1
1669807515.199997,978,156,1
1669807515.2999969,759,161,1
1669807515.3999968,481,161,1
1669807515.4999967,258,140,1
1669807515.5999966,403,132,1
1669807515.6999965,995,151,1
1669807515.7999964,554,163,1
1669807515.8999963,125,148,1
1669807515.9999962,201,136,1
1669807516.099996,361,142,1
1669807516.199996,215,151,1
1669807516.299996,360,135,1
1669807516.3999958,547,135,1
1669807516.4999957,671,146,1
1669807516.5999956,446,160,1
1669807516.6999955,79,144,1
1669807516.7999954,357,139,1
1669807516.8999953,236,152,1
1669807516.9999952,214,149,1
1669807517.0999951,494,144,1
1669807517.199995,396,149,1
1669807517.299995,190,134,1
1669807517.3999949,190,134,1
1669807517.4999948,608,127,1
1669807517.5999947,1128,126,1
1669807517.6999946,436,158,1
1669807517.7999945,48,154,1
1669807517.8999944,171,138,1
1669807517.9999943,350,136,1
1669807518.0999942,1093,139,1
1669807518.199994,890,144,1
1669807518.299994,269,153,1
1669807518.399994,189,147,1
1669807518.4999938,166,151,1
1669807518.5999937,222,137,1
1669807518.6999936,1229,142,1
1669807518.7999935,1146,147,1
1669807518.8999934,170,153,1
1669807518.9999933,69,147,1
1669807519.0999932,369,147,1
1669807519.1999931,341,149,1
1669807519.299993,1008,138,1
