time [s],Current, Voltage, Wire-feed, Gas-flow,
1671022091207.725,7,0,0,0,
1671022091211.847,7,0,0,0,
1671022091215.9685,7,0,0,0,
1671022091220.0903,7,0,0,0,
1671022091224.212,7,0,0,0,
1671022091228.3337,7,0,0,0,
1671022091232.4553,7,0,0,0,
1671022091236.5771,7,0,0,0,
1671022091240.6987,7,0,0,0,
1671022091244.8206,7,0,0,0,
1671022091248.9421,7,0,0,0,
1671022091253.064,7,0,0,0,
1671022091257.1855,7,0,0,0,
1671022091261.3074,7,0,0,0,
1671022091265.429,7,0,0,0,
1671022091269.5508,7,0,0,0,
1671022091273.6724,7,0,0,0,
1671022091277.7942,7,0,0,0,
1671022091281.9158,7,0,0,0,
1671022091286.0376,7,0,0,0,
1671022091290.1592,7,0,0,0,
1671022091294.281,7,0,0,0,
1671022091298.4026,7,0,0,0,
1671022091302.5244,7,0,0,0,
1671022091306.646,7,0,0,0,
1671022091310.7678,7,0,0,0,
1671022091314.8894,7,0,0,0,
1671022091319.0112,7,0,0,0,
1671022091323.1328,7,0,0,0,
1671022091327.2546,7,0,0,0,
1671022091331.3762,7,0,0,0,
1671022091335.498,7,0,0,0,
1671022091339.6196,7,0,0,0,
1671022091343.7415,7,0,0,0,
1671022091347.863,7,0,0,0,
1671022091351.9849,7,0,0,0,
1671022091356.1064,7,0,0,0,
1671022091360.2283,7,0,0,0,
1671022091364.3499,7,0,0,0,
1671022091368.4717,7,0,0,0,
1671022091372.5933,7,0,0,197,
1671022091376.715,7,0,0,197,
1671022091380.8367,7,0,0,197,
1671022091384.9585,7,0,0,197,
1671022091389.08,7,0,0,197,
1671022091393.202,7,0,0,197,
1671022091397.3235,7,0,0,197,
1671022091401.4453,7,0,0,197,
1671022091405.567,7,0,0,197,
1671022091409.6887,7,0,0,197,
1671022091413.8103,7,0,0,197,
1671022091417.9321,7,0,0,197,
1671022091422.0537,7,0,0,197,
1671022091426.1755,7,0,0,197,
1671022091430.297,7,0,0,197,
1671022091434.419,7,0,0,197,
1671022091438.5405,7,0,0,197,
1671022091442.6624,7,0,0,197,
1671022091446.784,7,0,0,197,
1671022091450.9058,7,0,0,197,
1671022091455.0273,7,0,0,197,
1671022091459.1492,7,0,0,197,
1671022091463.2708,7,0,0,197,
1671022091467.3926,7,0,0,197,
1671022091471.5142,7,0,0,197,
1671022091475.636,7,0,0,197,
1671022091479.7576,7,0,0,197,
1671022091483.8794,7,0,0,197,
1671022091488.001,853,165,0,197,
1671022091492.1228,853,165,0,197,
1671022091496.2444,835,181,0,197,
1671022091500.3662,835,181,0,197,
1671022091504.4878,769,235,0,197,
1671022091508.6096,769,235,0,197,
1671022091512.7312,769,235,0,197,
1671022091516.853,410,349,0,197,
1671022091520.9746,410,349,0,197,
1671022091525.0964,410,518,0,197,
1671022091529.218,410,518,0,197,
1671022091533.3398,175,702,0,197,
1671022091537.4614,175,702,0,197,
1671022091541.5833,175,702,0,197,
1671022091545.7048,175,702,0,197,
1671022091549.8267,0,849,0,197,
1671022091553.9482,0,849,0,197,
1671022091558.07,0,926,7,97,
1671022091562.1917,0,926,7,97,
1671022091566.3135,0,932,7,97,
1671022091570.435,0,893,7,97,
1671022091574.557,0,893,7,97,
1671022091578.6785,0,893,7,97,
1671022091582.8003,0,893,7,97,
1671022091586.9219,0,844,7,97,
1671022091591.0437,0,844,7,97,
1671022091595.1653,35,803,7,97,
1671022091599.287,35,803,7,97,
1671022091603.4087,35,803,7,97,
1671022091607.5305,35,803,7,97,
1671022091611.652,35,815,7,97,
1671022091615.774,35,815,7,97,
1671022091619.8955,35,815,7,97,
1671022091624.0173,35,815,7,97,
1671022091628.139,6,834,7,97,
1671022091632.2607,6,834,7,97,
1671022091636.3823,6,855,7,97,
1671022091640.5042,6,855,7,97,
1671022091644.6257,6,855,7,97,
1671022091648.7476,6,855,7,97,
1671022091652.8691,6,853,7,97,
1671022091656.991,6,853,7,97,
1671022091661.1125,6,853,7,97,
1671022091665.2344,6,853,7,97,
1671022091669.356,6,847,7,97,
1671022091673.4778,6,847,7,97,
1671022091677.5994,6,837,7,97,
1671022091681.7212,6,837,7,97,
1671022091685.8428,6,837,7,97,
1671022091689.9646,6,837,7,97,
1671022091694.0862,6,836,7,97,
1671022091698.208,6,836,7,97,
1671022091702.3296,6,836,7,97,
1671022091706.4514,6,836,7,97,
1671022091710.573,6,839,7,97,
1671022091714.6948,6,839,7,97,
1671022091718.8164,6,841,7,97,
1671022091722.9382,6,841,7,97,
1671022091727.0598,6,841,7,97,
1671022091731.1816,6,841,7,97,
1671022091735.3032,6,841,7,97,
1671022091739.425,6,841,7,97,
1671022091743.5466,6,842,7,97,
1671022091747.6685,6,842,7,97,
