time [s],Current, Voltage, Wire-feed, Gas-flow,
1671025235691.993,0,0,0,0,
1671025235696.0083,0,0,0,0,
1671025235700.0234,0,0,0,0,
1671025235704.0388,0,0,0,0,
1671025235708.0542,0,0,0,0,
1671025235712.0693,0,0,0,0,
1671025235716.0847,0,0,0,0,
1671025235720.0999,0,0,0,0,
1671025235724.1152,0,0,0,0,
1671025235728.1306,0,0,0,0,
1671025235732.1458,0,0,0,0,
1671025235736.1611,0,0,0,0,
1671025235740.1765,0,0,0,0,
1671025235744.1917,0,0,0,0,
1671025235748.207,0,0,0,0,
1671025235752.2222,0,0,0,0,
1671025235756.2375,0,0,0,0,
1671025235760.253,0,0,0,0,
1671025235764.268,0,0,0,0,
1671025235768.2834,0,0,0,0,
1671025235772.2988,0,0,0,0,
1671025235776.314,0,0,0,0,
1671025235780.3293,0,0,0,0,
1671025235784.3445,0,0,0,0,
1671025235788.3599,0,0,0,0,
1671025235792.3752,0,0,0,0,
1671025235796.3904,0,0,0,0,
1671025235800.4058,0,0,0,0,
1671025235804.4211,0,0,0,0,
1671025235808.4363,0,0,0,0,
1671025235812.4517,0,0,0,0,
1671025235816.467,0,0,0,0,
1671025235820.4822,0,0,0,0,
1671025235824.4976,0,0,0,0,
1671025235828.5127,0,0,0,0,
1671025235832.528,0,0,0,0,
1671025235836.5435,0,0,0,0,
1671025235840.5586,0,0,0,0,
1671025235844.574,0,0,0,0,
1671025235848.5894,0,0,0,0,
1671025235852.6045,0,0,0,0,
1671025235856.6199,0,0,0,0,
1671025235860.635,0,0,0,0,
1671025235864.6504,0,0,0,0,
1671025235868.6658,0,0,0,0,
1671025235872.681,0,0,0,0,
1671025235876.6963,0,0,0,0,
1671025235880.7117,0,0,0,0,
1671025235884.7268,0,0,0,0,
1671025235888.7422,0,0,0,0,
1671025235892.7573,0,0,0,0,
1671025235896.7727,0,0,0,0,
1671025235900.788,0,0,0,0,
1671025235904.8032,0,0,0,0,
1671025235908.8186,0,0,0,0,
1671025235912.834,0,0,0,0,
1671025235916.849,0,0,0,0,
1671025235920.8645,0,0,0,0,
1671025235924.88,0,0,0,0,
1671025235928.895,0,0,0,0,
1671025235932.9104,0,0,0,0,
1671025235936.9255,0,0,0,0,
1671025235940.941,0,0,0,0,
1671025235944.9563,0,0,0,0,
1671025235948.9714,0,0,0,0,
1671025235952.9868,0,0,0,0,
1671025235957.0022,0,0,0,0,
1671025235961.0173,0,0,0,0,
1671025235965.0327,0,0,0,0,
1671025235969.0479,0,0,0,0,
1671025235973.0632,0,0,0,0,
1671025235977.0786,0,0,0,0,
1671025235981.0938,0,0,0,0,
1671025235985.1091,0,0,0,0,
1671025235989.1245,0,0,0,0,
1671025235993.1396,0,0,0,0,
1671025235997.155,835,180,0,0,
1671025236001.1704,835,180,0,0,
1671025236005.1855,769,233,0,0,
1671025236009.201,769,233,0,0,
1671025236013.216,769,233,0,0,
1671025236017.2314,769,233,0,0,
1671025236021.2468,769,233,0,0,
1671025236025.262,769,233,0,0,
1671025236029.2773,769,233,0,0,
1671025236033.2927,769,233,0,0,
1671025236037.3079,410,516,9,110,
1671025236041.3232,410,516,9,110,
1671025236045.3384,175,700,9,110,
1671025236049.3538,175,700,9,110,
