time [s],Current, Voltage, Wire-feed
1669806476.0,0,0,1
1669806476.1,0,0,1
1669806476.1999998,0,0,1
1669806476.2999997,0,0,1
1669806476.3999996,0,0,1
1669806476.4999995,0,0,1
1669806476.5999994,0,0,1
1669806476.6999993,0,0,1
1669806476.7999992,0,0,1
1669806476.8999991,0,0,1
1669806476.999999,0,0,1
1669806477.099999,0,0,1
1669806477.1999989,0,0,1
1669806477.2999988,0,0,1
1669806477.3999987,0,0,1
1669806477.4999986,0,0,1
1669806477.5999985,0,0,1
1669806477.6999984,0,0,1
1669806477.7999983,0,0,1
1669806477.8999982,0,0,1
1669806477.999998,0,0,1
1669806478.099998,0,0,1
1669806478.199998,0,0,1
1669806478.2999978,0,0,1
1669806478.3999977,0,0,1
1669806478.4999976,0,0,1
1669806478.5999975,0,0,1
1669806478.6999974,0,0,1
1669806478.7999973,0,0,1
1669806478.8999972,0,0,1
1669806478.9999971,0,0,1
1669806479.099997,0,0,1
1669806479.199997,0,0,1
1669806479.2999969,0,0,1
1669806479.3999968,0,0,1
1669806479.4999967,0,0,1
1669806479.5999966,0,0,1
1669806479.6999965,0,0,1
1669806479.7999964,0,0,1
1669806479.8999963,0,0,1
1669806479.9999962,0,0,1
1669806480.099996,0,0,1
1669806480.199996,0,0,1
1669806480.299996,0,0,1
1669806480.3999958,0,0,1
1669806480.4999957,0,0,1
1669806480.5999956,0,0,1
1669806480.6999955,0,0,1
1669806480.7999954,0,0,1
1669806480.8999953,0,0,1
1669806480.9999952,0,0,1
1669806481.0999951,0,0,1
1669806481.199995,0,0,1
1669806481.299995,0,0,1
1669806481.3999949,0,0,1
1669806481.4999948,0,0,1
1669806481.5999947,0,0,1
1669806481.6999946,0,0,1
1669806481.7999945,0,0,1
1669806481.8999944,0,0,1
1669806481.9999943,0,0,1
1669806482.0999942,0,0,1
1669806482.199994,0,0,1
1669806482.299994,0,0,1
1669806482.399994,0,0,1
1669806482.4999938,0,0,1
1669806482.5999937,0,0,1
1669806482.6999936,0,0,1
1669806482.7999935,0,0,1
1669806482.8999934,0,0,1
1669806482.9999933,0,0,1
1669806483.0999932,0,0,1
1669806483.1999931,0,0,1
1669806483.299993,0,0,1
1669806483.399993,0,0,1
1669806483.4999928,0,0,1
1669806483.5999928,0,0,1
1669806483.6999927,0,0,1
1669806483.7999926,0,0,1
1669806483.8999925,0,0,1
1669806483.9999924,0,0,1
1669806484.0999923,0,0,1
1669806484.1999922,0,0,1
1669806484.299992,0,0,1
1669806484.399992,0,0,1
1669806484.499992,0,0,1
1669806484.5999918,0,0,1
1669806484.6999917,0,0,1
1669806484.7999916,0,0,1
1669806484.8999915,0,0,1
1669806484.9999914,0,0,1
1669806485.0999913,0,0,1
1669806485.1999912,0,0,1
1669806485.2999911,0,0,1
1669806485.399991,0,0,1
1669806485.499991,0,0,1
1669806485.5999908,0,0,1
1669806485.6999907,0,0,1
1669806485.7999907,0,0,1
1669806485.8999906,0,0,1
1669806485.9999905,0,0,1
1669806486.0999904,0,0,1
1669806486.1999903,0,0,1
1669806486.2999902,0,0,1
1669806486.39999,0,0,1
1669806486.49999,0,0,1
1669806486.59999,0,0,1
1669806486.6999898,0,0,1
1669806486.7999897,0,0,1
1669806486.8999896,0,0,1
1669806486.9999895,0,0,1
1669806487.0999894,0,0,1
1669806487.1999893,0,0,1
1669806487.2999892,0,0,1
1669806487.3999891,0,0,1
1669806487.499989,0,0,1
1669806487.599989,0,0,1
1669806487.6999888,0,0,1
1669806487.7999887,0,0,1
1669806487.8999887,0,0,1
1669806487.9999886,0,0,1
1669806488.0999885,0,0,1
1669806488.1999884,0,0,1
1669806488.2999883,0,0,1
1669806488.3999882,0,0,1
1669806488.499988,0,0,1
1669806488.599988,0,0,1
1669806488.699988,0,0,1
1669806488.7999878,0,0,1
1669806488.8999877,0,0,1
1669806488.9999876,0,0,1
1669806489.0999875,0,0,1
1669806489.1999874,0,0,1
1669806489.2999873,0,0,1
1669806489.3999872,0,0,1
1669806489.4999871,0,0,1
1669806489.599987,0,0,1
1669806489.699987,0,0,1
1669806489.7999868,0,0,1
1669806489.8999867,0,0,1
1669806489.9999866,0,0,1
1669806490.0999866,0,0,1
1669806490.1999865,0,0,1
1669806490.2999864,0,0,1
1669806490.3999863,0,0,1
1669806490.4999862,0,0,1
1669806490.599986,0,0,1
1669806490.699986,0,0,1
1669806490.799986,0,0,1
1669806490.8999858,0,0,1
1669806490.9999857,0,0,1
1669806491.0999856,0,0,1
1669806491.1999855,0,0,1
1669806491.2999854,0,0,1
1669806491.3999853,0,0,1
1669806491.4999852,0,0,1
1669806491.5999851,0,0,1
1669806491.699985,0,0,1
1669806491.799985,0,0,1
1669806491.8999848,0,0,1
1669806491.9999847,0,0,1
1669806492.0999846,0,0,1
1669806492.1999846,0,0,1
1669806492.2999845,0,0,1
1669806492.3999844,0,0,1
1669806492.4999843,0,0,1
1669806492.5999842,0,0,1
1669806492.699984,0,0,1
1669806492.799984,0,0,1
1669806492.899984,0,0,1
1669806492.9999838,0,0,1
1669806493.0999837,0,0,1
1669806493.1999836,0,0,1
1669806493.2999835,0,0,1
1669806493.3999834,0,0,1
1669806493.4999833,0,0,1
1669806493.5999832,0,0,1
1669806493.6999831,0,0,1
1669806493.799983,0,0,1
1669806493.899983,0,0,1
1669806493.9999828,0,0,1
1669806494.0999827,0,0,1
1669806494.1999826,0,0,1
1669806494.2999825,0,0,1
1669806494.3999825,0,0,1
1669806494.4999824,0,0,1
1669806494.5999823,0,0,1
1669806494.6999822,0,0,1
1669806494.799982,0,0,1
1669806494.899982,0,0,1
1669806494.9999819,0,0,1
1669806495.0999818,0,0,1
1669806495.1999817,0,0,1
1669806495.2999816,0,0,1
1669806495.3999815,0,0,1
1669806495.4999814,0,0,1
1669806495.5999813,0,0,1
1669806495.6999812,0,0,1
1669806495.799981,0,0,1
1669806495.899981,0,0,1
1669806495.999981,0,0,1
1669806496.0999808,0,0,1
1669806496.1999807,0,0,1
1669806496.2999806,0,0,1
1669806496.3999805,0,0,1
1669806496.4999804,0,0,1
1669806496.5999804,0,0,1
1669806496.6999803,0,0,1
1669806496.7999802,0,0,1
1669806496.89998,0,0,1
1669806496.99998,0,0,1
1669806497.0999799,0,0,1
1669806497.1999798,0,0,1
1669806497.2999797,0,0,1
1669806497.3999796,0,0,1
1669806497.4999795,0,0,1
1669806497.5999794,0,0,1
1669806497.6999793,0,0,1
1669806497.7999792,0,0,1
1669806497.899979,0,0,1
1669806497.999979,0,0,1
1669806498.099979,0,0,1
1669806498.1999788,0,0,1
1669806498.2999787,0,0,1
1669806498.3999786,0,0,1
1669806498.4999785,0,0,1
1669806498.5999784,0,0,1
1669806498.6999784,0,0,1
1669806498.7999783,0,0,1
1669806498.8999782,0,0,1
1669806498.999978,0,0,1
1669806499.099978,0,0,1
1669806499.1999779,0,0,1
1669806499.2999778,0,0,1
1669806499.3999777,0,0,1
1669806499.4999776,0,0,1
1669806499.5999775,0,0,1
1669806499.6999774,0,0,1
1669806499.7999773,0,0,1
1669806499.8999772,0,0,1
1669806499.999977,0,0,1
1669806500.099977,0,0,1
1669806500.199977,0,0,1
1669806500.2999768,0,0,1
1669806500.3999767,0,0,1
1669806500.4999766,0,0,1
1669806500.5999765,0,0,1
1669806500.6999764,0,0,1
1669806500.7999763,0,0,1
1669806500.8999763,0,0,1
1669806500.9999762,0,0,1
1669806501.099976,0,0,1
1669806501.199976,0,0,1
1669806501.2999759,0,0,1
1669806501.3999758,0,0,1
1669806501.4999757,0,0,1
1669806501.5999756,0,0,1
1669806501.6999755,0,0,1
1669806501.7999754,0,0,1
1669806501.8999753,0,0,1
1669806501.9999752,0,0,1
1669806502.099975,0,0,1
1669806502.199975,0,0,1
1669806502.299975,0,0,1
1669806502.3999748,0,0,1
1669806502.4999747,0,0,1
1669806502.5999746,0,0,1
1669806502.6999745,0,0,1
1669806502.7999744,0,0,1
1669806502.8999743,0,0,1
1669806502.9999743,0,0,1
1669806503.0999742,0,0,1
1669806503.199974,0,0,1
1669806503.299974,0,0,1
1669806503.3999739,0,0,1
1669806503.4999738,0,0,1
1669806503.5999737,0,0,1
1669806503.6999736,0,0,1
1669806503.7999735,0,0,1
1669806503.8999734,0,0,1
1669806503.9999733,0,0,1
1669806504.0999732,0,0,1
1669806504.199973,0,0,1
1669806504.299973,0,0,1
1669806504.399973,0,0,1
1669806504.4999728,0,0,1
1669806504.5999727,0,0,1
1669806504.6999726,0,0,1
1669806504.7999725,0,0,1
1669806504.8999724,0,0,1
1669806504.9999723,0,0,1
1669806505.0999722,0,0,1
