time [s],Current, Voltage, Wire-feed, Gas-flow,
1671026614009.74,7,0,0,0,
1671026614013.775,7,0,0,0,
1671026614017.8098,7,0,0,0,
1671026614021.8445,7,0,0,0,
1671026614025.8794,7,0,0,0,
1671026614029.9143,7,0,0,0,
1671026614033.9492,7,0,0,0,
1671026614037.984,7,0,0,0,
1671026614042.0188,7,0,0,0,
1671026614046.0537,7,0,0,0,
1671026614050.0886,7,0,0,0,
1671026614054.1233,7,0,0,0,
1671026614058.1582,7,0,0,0,
1671026614062.193,7,0,0,0,
1671026614066.228,7,0,0,0,
1671026614070.263,7,0,0,0,
1671026614074.2976,7,0,0,0,
1671026614078.3325,7,0,0,0,
1671026614082.3674,7,0,0,0,
1671026614086.4023,7,0,0,0,
1671026614090.437,7,0,0,0,
1671026614094.472,7,0,0,0,
1671026614098.5068,7,0,0,0,
1671026614102.5417,7,0,0,0,
1671026614106.5764,7,0,0,0,
1671026614110.6113,7,0,0,0,
1671026614114.6462,7,0,0,0,
1671026614118.6812,7,0,0,0,
1671026614122.716,7,0,0,0,
1671026614126.7507,7,0,0,0,
1671026614130.7856,7,0,0,0,
1671026614134.8206,7,0,0,0,
1671026614138.8555,7,0,0,0,
1671026614142.8901,7,0,0,0,
1671026614146.925,7,0,0,0,
1671026614150.96,7,0,0,0,
1671026614154.9949,7,0,0,0,
1671026614159.0298,7,0,0,0,
1671026614163.0645,7,0,0,0,
1671026614167.0994,7,0,0,0,
1671026614171.1343,7,0,0,0,
1671026614175.1692,7,0,0,174,
1671026614179.2039,7,0,0,174,
1671026614183.2388,7,0,0,174,
1671026614187.2737,7,0,0,174,
1671026614191.3086,7,0,0,174,
1671026614195.3433,7,0,0,174,
1671026614199.3782,7,0,0,174,
1671026614203.413,7,0,0,174,
1671026614207.448,7,0,0,174,
1671026614211.483,7,0,0,174,
1671026614215.5176,7,0,0,174,
1671026614219.5525,7,0,0,174,
1671026614223.5874,7,0,0,174,
1671026614227.6223,7,0,0,174,
1671026614231.657,7,0,0,174,
1671026614235.692,7,0,0,174,
1671026614239.7268,7,0,0,174,
1671026614243.7617,7,0,0,174,
1671026614247.7964,7,0,0,174,
1671026614251.8313,7,0,0,174,
1671026614255.8662,7,0,0,174,
1671026614259.9011,7,0,0,174,
1671026614263.936,7,0,0,174,
1671026614267.9707,7,0,0,174,
1671026614272.0056,7,0,0,174,
1671026614276.0405,7,0,0,174,
1671026614280.0754,786,152,0,174,
1671026614284.11,786,152,0,174,
1671026614288.145,666,148,0,174,
1671026614292.18,666,148,0,174,
1671026614296.2148,666,148,0,174,
1671026614300.2495,666,148,0,174,
1671026614304.2844,537,190,0,174,
1671026614308.3193,537,190,0,174,
1671026614312.3542,537,190,0,174,
1671026614316.3892,537,190,0,174,
1671026614320.4238,281,493,0,174,
1671026614324.4587,281,493,0,174,
1671026614328.4937,150,696,0,174,
1671026614332.5286,150,696,0,174,
1671026614336.5632,150,696,0,174,
1671026614340.5981,150,696,0,174,
1671026614344.633,37,857,0,174,
1671026614348.668,37,857,0,174,
1671026614352.7026,37,857,0,174,
1671026614356.7375,0,942,10,103,
1671026614360.7725,0,942,10,103,
1671026614364.8074,0,896,10,103,
1671026614368.8423,0,896,10,103,
1671026614372.877,0,896,10,103,
1671026614376.9119,0,896,10,103,
1671026614380.9468,0,896,10,103,
1671026614384.9817,0,896,10,103,
1671026614389.0164,0,803,10,103,
1671026614393.0513,0,803,10,103,
1671026614397.0862,17,795,10,103,
1671026614401.121,17,795,10,103,
1671026614405.1558,17,809,10,103,
1671026614409.1907,17,809,10,103,
1671026614413.2256,17,831,10,103,
1671026614417.2605,17,831,10,103,
1671026614421.2954,17,831,10,103,
1671026614425.33,17,831,10,103,
1671026614429.365,0,848,10,103,
1671026614433.4,0,848,10,103,
1671026614437.4348,0,853,10,103,
1671026614441.4695,0,853,10,103,
1671026614445.5044,0,853,10,103,
1671026614449.5393,0,853,10,103,
1671026614453.5742,295,795,10,103,
1671026614457.6091,295,795,10,103,
1671026614461.6438,295,795,10,103,
1671026614465.6787,295,795,10,103,
1671026614469.7136,716,701,10,103,
1671026614473.7485,716,701,10,103,
1671026614477.7832,1225,701,10,103,
1671026614481.818,1225,701,10,103,
1671026614485.853,1595,385,10,103,
1671026614489.888,1595,385,10,103,
1671026614493.9226,1595,385,10,103,
1671026614497.9575,1595,385,10,103,
1671026614501.9924,1595,385,10,103,
